                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    470,                  0.479,                0.31538,                0.98819,                      1,                0.99613,                  0.995,                0.96107,                0.32041,                0.22977,                0.84632,             0.00014672,             0.00014672,             0.00014672
                    471,                 0.5099,                0.33002,                 1.0125,                0.99889,                0.99647,                  0.995,                0.95806,                0.32536,                0.23417,                0.84918,             0.00014276,             0.00014276,             0.00014276
                    472,                0.49015,                0.32184,                 1.0075,                0.99628,                0.99647,                  0.995,                0.95396,                0.32493,                0.23497,                0.84958,              0.0001388,              0.0001388,              0.0001388
                    473,                0.48142,                0.33563,                0.99269,                0.99629,                0.99647,                  0.995,                0.96018,                0.32142,                0.23391,                0.84872,             0.00013484,             0.00013484,             0.00013484
                    474,                0.45949,                0.30594,                0.96628,                0.99647,                0.99644,                  0.995,                0.95773,                0.32212,                0.23529,                0.84898,             0.00013088,             0.00013088,             0.00013088
                    475,                0.49654,                0.32756,                 0.9958,                0.99647,                0.99628,                  0.995,                0.95834,                0.32641,                 0.2352,                0.84942,             0.00012692,             0.00012692,             0.00012692
                    476,                0.46702,                0.31149,                 0.9906,                0.99876,                0.99647,                  0.995,                0.95866,                0.32251,                0.23263,                0.84791,             0.00012296,             0.00012296,             0.00012296
                    477,                0.44838,                0.30516,                0.96179,                0.99921,                0.99647,                  0.995,                0.96352,                0.31722,                0.22868,                0.84588,               0.000119,               0.000119,               0.000119
                    478,                0.48603,                0.31535,                 1.0042,                0.99944,                0.99647,                  0.995,                0.96462,                0.31202,                0.22602,                 0.8449,             0.00011504,             0.00011504,             0.00011504
                    479,                0.50425,                0.32301,                 1.0247,                0.99975,                0.99647,                  0.995,                0.96405,                0.31389,                0.22496,                0.84617,             0.00011108,             0.00011108,             0.00011108
                    480,                0.49214,                0.32484,                 1.0034,                      1,                0.99627,                  0.995,                0.96304,                0.31742,                0.22703,                 0.8472,             0.00010712,             0.00010712,             0.00010712
                    481,                 0.4604,                  0.307,                0.98792,                      1,                0.99592,                  0.995,                0.96135,                0.31754,                0.22801,                0.84614,             0.00010316,             0.00010316,             0.00010316
                    482,                0.45859,                0.30027,                0.98768,                      1,                0.99575,                  0.995,                0.96163,                0.31439,                0.22633,                 0.8453,               9.92e-05,               9.92e-05,               9.92e-05
                    483,                0.46877,                 0.3108,                0.97984,                      1,                0.99622,                  0.995,                0.96087,                0.31662,                 0.2277,                0.84684,              9.524e-05,              9.524e-05,              9.524e-05
                    484,                0.46904,                0.30873,                 0.9752,                0.99959,                0.99647,                  0.995,                 0.9614,                0.31512,                0.22789,                0.84635,              9.128e-05,              9.128e-05,              9.128e-05
                    485,                0.48796,                0.31048,                0.98676,                0.99958,                0.99647,                  0.995,                 0.9628,                0.31475,                0.22928,                0.84478,              8.732e-05,              8.732e-05,              8.732e-05
                    486,                0.45812,                 0.3041,                0.98317,                 0.9997,                0.99647,                  0.995,                0.96232,                0.31865,                0.23018,                0.84578,              8.336e-05,              8.336e-05,              8.336e-05
                    487,                0.47938,                0.31435,                0.98978,                 0.9997,                0.99647,                  0.995,                0.96158,                0.31892,                0.22735,                0.84577,               7.94e-05,               7.94e-05,               7.94e-05
                    488,                0.47857,                0.31551,                0.98923,                      1,                0.99646,                  0.995,                 0.9602,                0.31614,                0.22547,                0.84523,              7.544e-05,              7.544e-05,              7.544e-05
                    489,                0.47354,                0.31033,                 1.0036,                      1,                0.99605,                  0.995,                0.96276,                0.31005,                0.22233,                0.84273,              7.148e-05,              7.148e-05,              7.148e-05
                    490,                0.48193,                0.30952,                0.98775,                      1,                0.99571,                  0.995,                0.96542,                0.30616,                0.22253,                0.84172,              6.752e-05,              6.752e-05,              6.752e-05
                    491,                0.39553,                0.26777,                0.90587,                      1,                0.99622,                  0.995,                0.96285,                0.30785,                0.22148,                0.84182,              6.356e-05,              6.356e-05,              6.356e-05
                    492,                0.38569,                 0.2618,                 0.8932,                  0.997,                0.99293,                  0.995,                0.96199,                0.31136,                0.22357,                0.84228,               5.96e-05,               5.96e-05,               5.96e-05
                    493,                0.39352,                0.26144,                0.90334,                0.99555,                0.99647,                  0.995,                0.96304,                0.31235,                0.22552,                0.84141,              5.564e-05,              5.564e-05,              5.564e-05
                    494,                0.41047,                0.26791,                0.92188,                      1,                 0.9958,                  0.995,                0.96234,                 0.3131,                0.22606,                0.84167,              5.168e-05,              5.168e-05,              5.168e-05
                    495,                0.37605,                0.26314,                0.89944,                      1,                0.99624,                  0.995,                0.96135,                0.31237,                0.22507,                0.84124,              4.772e-05,              4.772e-05,              4.772e-05
                    496,                0.40359,                0.27424,                0.93579,                0.99941,                0.99647,                  0.995,                0.96242,                0.31089,                0.22582,                0.84097,              4.376e-05,              4.376e-05,              4.376e-05
                    497,                0.38228,                0.25663,                0.91407,                0.99941,                0.99647,                  0.995,                0.96317,                 0.3119,                0.22742,                0.84144,               3.98e-05,               3.98e-05,               3.98e-05
                    498,                0.38709,                0.25953,                0.88565,                0.99939,                0.99647,                  0.995,                0.96328,                0.31313,                 0.2252,                0.84235,              3.584e-05,              3.584e-05,              3.584e-05
                    499,                0.38619,                0.25966,                0.90017,                0.99943,                0.99647,                  0.995,                0.96147,                0.31293,                0.22626,                 0.8421,              3.188e-05,              3.188e-05,              3.188e-05
                    500,                0.37972,                0.26255,                0.91358,                0.99946,                0.99647,                  0.995,                0.96189,                 0.3129,                0.22635,                0.84163,              2.792e-05,              2.792e-05,              2.792e-05
